response_id,student_id,assessment_id,question_id,student_answer,is_correct,error_type,created_at
R000069,Student_004,ASM001,Q0100,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000070,Student_004,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000071,Student_004,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000072,Student_004,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000073,Student_004,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000074,Student_004,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000075,Student_004,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000076,Student_004,ASM001,Q0068,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000077,Student_004,ASM001,Q0120,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000078,Student_004,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000079,Student_004,ASM001,Q0005,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000080,Student_004,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000081,Student_005,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000082,Student_005,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000083,Student_005,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000084,Student_005,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000085,Student_005,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000086,Student_005,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000087,Student_005,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000088,Student_005,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000089,Student_005,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000090,Student_005,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000091,Student_005,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000092,Student_005,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000093,Student_005,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000094,Student_005,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000095,Student_005,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000096,Student_005,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000097,Student_005,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000098,Student_005,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000099,Student_005,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000100,Student_005,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000101,Student_006,ASM001,Q0032,incorrect_careless,False,careless,2025-08-05T00:00:00
R000102,Student_006,ASM001,Q0067,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000103,Student_006,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000104,Student_006,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000105,Student_006,ASM001,Q0082,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000106,Student_006,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000107,Student_006,ASM001,Q0036,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000108,Student_006,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000109,Student_006,ASM001,Q0100,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000110,Student_006,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000111,Student_006,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000112,Student_006,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000113,Student_006,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000114,Student_006,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000115,Student_006,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000116,Student_006,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000117,Student_006,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000118,Student_006,ASM001,Q0041,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000119,Student_006,ASM001,Q0005,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000120,Student_006,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000121,Student_007,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000122,Student_007,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000123,Student_007,ASM001,Q0113,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000124,Student_007,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000125,Student_007,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000126,Student_007,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000127,Student_007,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000128,Student_007,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000129,Student_007,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000130,Student_007,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000131,Student_007,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000132,Student_007,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000133,Student_007,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000134,Student_007,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000135,Student_007,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000136,Student_007,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000137,Student_007,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000138,Student_007,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000139,Student_007,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000140,Student_007,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000141,Student_008,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000142,Student_008,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000143,Student_008,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000144,Student_008,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000145,Student_008,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000146,Student_008,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000147,Student_008,ASM001,Q0036,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000148,Student_008,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000149,Student_008,ASM001,Q0100,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000150,Student_008,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000151,Student_008,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000152,Student_008,ASM001,Q0017,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000153,Student_008,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000154,Student_008,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000155,Student_008,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000156,Student_008,ASM001,Q0068,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000157,Student_008,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000158,Student_008,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000159,Student_008,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000160,Student_008,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000161,Student_009,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000162,Student_009,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000163,Student_009,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000164,Student_009,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000165,Student_009,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000166,Student_009,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000167,Student_009,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000168,Student_009,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000169,Student_009,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000170,Student_009,ASM001,Q0099,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000171,Student_009,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000172,Student_009,ASM001,Q0017,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000173,Student_009,ASM001,Q0074,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000174,Student_009,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000175,Student_009,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000176,Student_009,ASM001,Q0068,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000177,Student_009,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000178,Student_009,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000179,Student_009,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000180,Student_009,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000181,Student_010,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000182,Student_010,ASM001,Q0067,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000183,Student_010,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000184,Student_010,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000185,Student_010,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000186,Student_010,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000187,Student_010,ASM001,Q0036,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000188,Student_010,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000189,Student_010,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000190,Student_010,ASM001,Q0099,incorrect_formula_selection,False,formula_selection,2025-08-05T00:00:00
R000191,Student_010,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000192,Student_010,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000193,Student_010,ASM001,Q0074,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000194,Student_010,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000195,Student_010,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000196,Student_010,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000197,Student_010,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000198,Student_010,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000199,Student_010,ASM001,Q0005,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000200,Student_010,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000201,Student_011,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000202,Student_011,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000203,Student_011,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000204,Student_011,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000205,Student_011,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000206,Student_011,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000207,Student_011,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000208,Student_011,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000209,Student_011,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000210,Student_011,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000211,Student_011,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000212,Student_011,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000213,Student_011,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000214,Student_011,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000215,Student_011,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000216,Student_011,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000217,Student_011,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000218,Student_011,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000219,Student_011,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000220,Student_011,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000221,Student_012,ASM001,Q0032,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000222,Student_012,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000223,Student_012,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000224,Student_012,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000225,Student_012,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000226,Student_012,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000227,Student_012,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000228,Student_012,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000229,Student_012,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000230,Student_012,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000231,Student_012,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000232,Student_012,ASM001,Q0017,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000233,Student_012,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000234,Student_012,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000235,Student_012,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000236,Student_012,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000237,Student_012,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000238,Student_012,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000239,Student_012,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000240,Student_012,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000241,Student_013,ASM001,Q0032,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000242,Student_013,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000243,Student_013,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000244,Student_013,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000245,Student_013,ASM001,Q0082,incorrect_careless,False,careless,2025-08-05T00:00:00
R000246,Student_013,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000247,Student_013,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000248,Student_013,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000249,Student_013,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000250,Student_013,ASM001,Q0099,incorrect_formula_selection,False,formula_selection,2025-08-05T00:00:00
R000251,Student_013,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000252,Student_013,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000253,Student_013,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000254,Student_013,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000255,Student_013,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000256,Student_013,ASM001,Q0068,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000257,Student_013,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000258,Student_013,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000259,Student_013,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000260,Student_013,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000261,Student_014,ASM001,Q0032,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000262,Student_014,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000263,Student_014,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000264,Student_014,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000265,Student_014,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000266,Student_014,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000267,Student_014,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000268,Student_014,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000269,Student_014,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000270,Student_014,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000271,Student_014,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000272,Student_014,ASM001,Q0017,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000273,Student_014,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000274,Student_014,ASM001,Q0160,incorrect_unit_conversion,False,unit_conversion,2025-08-05T00:00:00
R000275,Student_014,ASM001,Q0133,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000276,Student_014,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000277,Student_014,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000278,Student_014,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000279,Student_014,ASM001,Q0005,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000280,Student_014,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000281,Student_015,ASM001,Q0032,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000282,Student_015,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000283,Student_015,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000284,Student_015,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000285,Student_015,ASM001,Q0082,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000286,Student_015,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000287,Student_015,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000288,Student_015,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000289,Student_015,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000290,Student_015,ASM001,Q0099,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000291,Student_015,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000292,Student_015,ASM001,Q0017,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000293,Student_015,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000294,Student_015,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000295,Student_015,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000296,Student_015,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000297,Student_015,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000298,Student_015,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000299,Student_015,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000300,Student_015,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000301,Student_016,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000302,Student_016,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000303,Student_016,ASM001,Q0113,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000304,Student_016,ASM001,Q0121,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000305,Student_016,ASM001,Q0082,incorrect_careless,False,careless,2025-08-05T00:00:00
R000306,Student_016,ASM001,Q0154,incorrect_unit_conversion,False,unit_conversion,2025-08-05T00:00:00
R000307,Student_016,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000308,Student_016,ASM001,Q0103,incorrect_careless,False,careless,2025-08-05T00:00:00
R000309,Student_016,ASM001,Q0100,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000310,Student_016,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000311,Student_016,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000312,Student_016,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000313,Student_016,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000314,Student_016,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000315,Student_016,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000316,Student_016,ASM001,Q0068,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000317,Student_016,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000318,Student_016,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000319,Student_016,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000320,Student_016,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000321,Student_017,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000322,Student_017,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000323,Student_017,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000324,Student_017,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000325,Student_017,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000326,Student_017,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000327,Student_017,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000328,Student_017,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000329,Student_017,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000330,Student_017,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000331,Student_017,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000332,Student_017,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000333,Student_017,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000334,Student_017,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000335,Student_017,ASM001,Q0133,incorrect_careless,False,careless,2025-08-05T00:00:00
R000336,Student_017,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000337,Student_017,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000338,Student_017,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000339,Student_017,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000340,Student_017,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000341,Student_018,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000342,Student_018,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000343,Student_018,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000344,Student_018,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000345,Student_018,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
